Sector subsector y rama,1,2,3,4,2006,1.1,2.1,3.1,4.1,2007,1.2,2.2,3.2,4.2,Unnamed: 15,1.3,2.3,3.3,4.3,Unnamed: 20,1.4,2.4,3.4,4.4,Unnamed: 25,1.5,2.5,3.5,4.5,Unnamed: 30,1.6,2.6,3.6,4.6,Unnamed: 35,1.7,2.7,3.7,4.7,Unnamed: 40,1.8,2.8,3.8,4.8,Unnamed: 45,1.9,2.9,3.9,4.9,Unnamed: 50,1.10,2.10,3.10,4.10,Unnamed: 55,1.11,2.11,3.11,4.11,Unnamed: 60,1.12,2.12,3.12,4.12,Unnamed: 65,1.13,2.13,3.13,4.13,Unnamed: 70,1.14,2.14,3.14,4.14,Unnamed: 75,1.15,2.15,3.15,4.15,Total 2021,1.16,2.16,3.16,4.16,Total 2022,1.17,2.17,3.17,4.17,Total 2023,1.18,2.18,Total 2024,Total general
5629 Servicios de remediación recuperación  y otros servicios de manejo de residuos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,C
61 Servicios educativos,0.9,0.0,0.3,51.2,52.4,36.4,2.7,0.0,0.2,39.4,0.4,1.3,167.3,-0.2,168.8,0.0,0.1,1.5,0.1,1.6,0.2,5.1,1.0,0.0,6.3,2.2,0.5,2.1,8.4,13.2,-0.1,2.5,4.8,2.0,9.2,0.2,13.6,0.9,-0.3,14.3,C,0.0,C,0.0,0.1,0.1,13.5,C,5.1,24.8,0.0,C,C,0.0,0.0,C,30.2,0.0,0.0,30.2,C,64.7,8.0,C,72.8,1.2,1.4,4.5,-12.8,-5.7,C,C,-2.1,-4.5,1.3,26.0,C,C,1.1,32.3,7.2,3.1,19.1,0.0,29.5,19.8,C,C,C,16.0,C,0.0,C,512.8
611 Servicios educativos,0.9,0.0,0.3,51.2,52.4,36.4,2.7,0.0,0.2,39.4,0.4,1.3,167.3,-0.2,168.8,0.0,0.1,1.5,0.1,1.6,0.2,5.1,1.0,0.0,6.3,2.2,0.5,2.1,8.4,13.2,-0.1,2.5,4.8,2.0,9.2,0.2,13.6,0.9,-0.3,14.3,C,0.0,C,0.0,0.1,0.1,13.5,C,5.1,24.8,0.0,C,C,0.0,0.0,C,30.2,0.0,0.0,30.2,C,64.7,8.0,C,72.8,1.2,1.4,4.5,-12.8,-5.7,C,C,-2.1,-4.5,1.3,26.0,C,C,1.1,32.3,7.2,3.1,19.1,0.0,29.5,19.8,C,C,C,16.0,C,0.0,C,512.8
6111 Escuelas de educación básica  media y para necesidades especiales,0.9,0.0,0.2,51.2,52.4,36.1,2.7,C,0.1,38.9,0.0,0.1,105.2,-0.2,105.0,0.0,0.1,0.1,0.0,0.1,0.1,C,C,C,5.1,2.0,0.1,C,2.2,4.3,C,2.4,C,1.7,3.9,0.1,12.1,0.6,C,12.6,C,0.0,0.0,0.0,C,C,C,C,C,6.2,0.0,C,0.0,C,C,0.0,C,C,C,30.2,C,56.9,8.0,C,65.0,C,C,0.0,C,-7.7,0.0,C,C,C,C,C,C,C,C,33.0,C,C,C,0.0,22.9,C,0.0,0.0,0.0,C,C,0.0,C,374.2
6112 Escuelas de educación técnica superior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,C,C,0.0,0.1,0.0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4
6113 Escuelas de educación superior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,C,C,0.0,0.0,C,0.0,0.0,0.0,C,C,0.0,0.0,0.0,C,C,C,0.0,0.0,C,C,C,0.0,0.0,0.0,C,0.0,C,0.0,0.0,C,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3
6114 Escuelas comerciales  de computación y de capacitación para ejecutivos,C,C,C,C,0.0,C,C,0.0,0.0,0.0,0.0,0.3,C,0.0,0.3,C,C,1.4,C,1.4,C,0.0,C,C,1.0,C,0.0,0.0,0.0,C,C,0.0,0.0,0.0,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,C,0.0,0.0,0.0,C,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,C,0.0,0.0,0.0,4.8
6115 Escuelas de oficios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
6116 Otros servicios educativos,0.0,C,C,C,0.0,0.2,C,0.0,C,0.4,C,C,C,0.0,2.5,0.0,C,0.0,0.0,0.0,C,0.0,C,C,0.0,C,C,0.3,0.2,0.8,C,0.0,0.3,C,0.4,-0.1,C,0.4,C,0.1,0.0,0.0,C,C,0.0,C,C,0.0,0.0,13.6,0.0,0.0,C,0.0,C,0.0,C,C,C,0.0,C,C,C,0.0,0.0,C,C,C,0.0,4.5,C,C,C,-5.7,-2.4,C,C,C,C,C,C,C,C,0.0,C,14.4,C,C,0.0,10.5,0.0,0.0,0.0,35.2
6117 Servicios de apoyo a la educación,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,C,C,0.0,0.0,C,0.0,C,0.0,C,C,0.0,0.1,0.0,0.1,C,0.2,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,C,0.0,0.0,C,0.0,C,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,C,0.0,0.0,0.0,2.0
62 Servicios de salud y de asistencia social,0.7,2.9,0.8,0.5,4.9,2.2,1.8,7.0,10.8,21.9,4.6,2.6,7.0,6.5,20.7,5.2,1.5,0.2,-3.9,3.1,2.9,2.1,0.0,0.0,5.0,0.1,0.3,1.3,21.6,23.2,0.4,1.3,2.2,33.0,36.8,0.3,0.1,0.2,11.6,12.2,0.3,-1.8,0.0,0.1,-1.4,0.5,0.0,44.1,3.0,47.6,3.2,1.9,3.0,C,8.1,1.8,0.0,6.5,0.0,8.2,10.1,-0.6,-12.3,7.1,4.3,16.9,2.7,0.0,4.6,24.1,8.9,1.0,C,0.0,13.8,3.1,1.4,4.5,0.1,9.1,5.1,0.0,-18.2,0.0,-13.1,0.0,0.5,C,C,0.6,C,C,7.9,237.1
621 Servicios médicos de consulta externa y servicios relacionados,0.7,2.9,0.8,0.5,4.9,2.2,1.8,7.0,10.8,21.8,4.6,2.6,7.0,3.3,17.5,5.2,1.5,0.2,-3.9,3.1,2.9,2.1,0.0,0.0,5.0,0.0,0.2,1.3,20.5,22.1,0.2,1.1,2.2,32.6,36.0,0.3,0.1,0.2,11.1,11.7,0.3,-1.8,0.0,0.1,-1.4,0.5,0.0,44.1,0.0,44.7,3.1,0.0,0.1,C,3.2,1.8,0.0,0.0,0.0,1.8,0.8,2.2,0.0,7.1,10.0,2.3,1.3,0.0,2.3,5.9,2.9,1.0,C,0.0,7.7,3.1,1.4,4.5,0.1,9.1,5.1,0.0,C,0.0,5.1,0.0,0.5,C,C,0.6,C,C,7.9,216.6
6211 Consultorios médicos,C,C,C,0.1,2.8,C,C,C,0.8,1.8,C,0.0,1.6,0.8,2.9,0.0,C,C,C,1.5,C,1.4,C,C,2.8,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,C,0.2,C,C,C,0.2,C,0.1,0.0,0.0,0.1,C,0.0,C,0.0,44.1,0.0,C,0.1,0.0,0.1,0.0,0.0,C,0.0,0.0,0.8,C,0.0,C,2.7,C,C,C,0.0,2.4,C,C,C,0.0,7.4,C,C,C,0.0,8.9,0.0,C,0.0,C,0.0,0.0,C,C,0.0,0.5,C,C,C,86.5
6212 Consultorios dentales,C,0.0,C,C,C,0.0,0.0,C,0.0,0.0,0.0,C,0.0,C,C,0.0,C,C,C,1.4,C,C,C,0.0,C,C,0.0,C,0.0,0.9,0.0,C,0.0,0.0,C,0.0,0.0,0.0,1.5,1.5,0.3,C,C,C,0.4,C,C,C,0.0,0.5,C,C,0.0,0.0,2.3,C,0.0,C,0.0,C,0.0,C,0.0,20.5,20.5,C,0.0,0.0,C,C,0.0,0.0,0.0,C,C,0.0,0.0,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,29.3
6213 Otros consultorios para el cuidado de la salud,0.0,C,0.0,0.0,C,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,C,C,0.0,C,0.0,0.0,C,C,C,0.0,-0.1,0.1,0.2,0.1,0.3,C,0.2,C,C,0.9,C,C,0.1,0.2,0.5,C,0.0,0.0,C,0.0,0.0,0.0,C,C,0.0,C,C,0.0,0.0,0.0,0.0,C,C,C,0.0,C,0.0,C,0.0,0.0,0.0,C,C,C,0.0,0.0,C,C,0.0,0.0,C,C,C,C,0.0,C,0.0,C,C,5.1,0.0,C,0.0,C,C,C,C,C,6.9
6214 Centros para la atención de pacientes que no requieren hospitalización,0.2,0.8,0.0,C,1.0,C,0.1,1.4,11.4,12.9,3.1,C,C,2.7,6.7,1.6,-0.2,-0.4,0.0,0.9,C,C,C,C,0.7,0.0,0.0,C,C,C,C,C,C,C,0.2,0.0,C,C,C,0.3,0.0,C,C,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,C,C,0.0,C,-13.4,-13.4,C,0.0,C,0.0,1.1,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.1,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6
6215 Laboratorios médicos y de diagnóstico,0.1,0.2,0.4,0.3,1.0,1.9,1.4,5.3,-1.4,7.1,C,2.2,4.9,-0.2,7.9,3.6,0.2,C,C,-0.8,0.2,C,C,0.0,0.4,0.1,0.1,0.2,C,20.4,C,0.0,C,C,34.3,C,0.0,0.0,C,9.2,0.0,-1.9,0.0,0.0,-1.9,C,0.0,0.0,C,C,C,0.0,0.0,0.0,C,C,0.0,0.0,0.0,C,C,C,0.0,0.0,C,0.0,0.0,C,C,C,C,C,0.0,0.0,C,C,C,C,0.0,0.1,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.1
6216 Servicios de enfermería a domicilio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6219 Servicios de ambulancias  de bancos de órganos y otros servicios auxiliares al tratamiento médico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.1
622 Hospitales,C,0.0,0.0,0.0,C,C,0.0,0.0,C,0.0,C,C,0.0,C,3.2,C,C,0.0,0.0,C,0.0,0.0,C,C,C,C,C,C,C,1.0,C,0.0,0.0,C,C,0.0,C,C,0.5,0.6,0.0,C,0.0,C,C,0.0,C,C,C,0.0,C,0.0,C,0.0,3.0,0.0,0.0,6.4,0.0,6.4,C,C,C,0.0,C,C,C,0.0,C,18.3,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1
6221 Hospitales generales,C,0.0,0.0,0.0,C,C,0.0,0.0,C,0.0,C,C,0.0,C,3.2,0.0,C,0.0,0.0,C,0.0,0.0,C,0.0,C,C,C,C,C,1.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,C,C,0.0,C,0.0,C,C,0.0,0.0,C,0.0,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,C,C,C,0.0,0.0,C,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6
6223 Hospitales de otras especialidades médicas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,C,C,0.0,0.0,0.0,C,0.0,C,C,C,6.1,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,C,C,0.0,0.0,0.0,C,0.0,0.0,6.4,0.0,6.4,0.0,C,0.0,0.0,C,C,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6
623 Residencias de asistencia social y para el cuidado de la salud,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,C,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
6231 Residencias con cuidados de enfermeras para enfermos convalecientes  en rehabilitación incurables y terminales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
6232 Residencias para el cuidado de personas con problemas de retardo mental trastorno mental y adicciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
6233 Asilos y otras residencias para el cuidado de ancianos,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,C,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
624 Otros servicios de asistencia social,C,0.0,0.0,0.0,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,C,0.0,0.0,C,C,C,C,0.0,C,0.1,C,C,0.0,C,C,0.0,C,C,0.0,C,0.0,0.0,0.0,C,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,C,C,C,0.0,0.0,C,C,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
6241 Servicios de orientación y trabajo social,C,0.0,0.0,0.0,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,C,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,C,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6242 Servicios comunitarios de alimentación refugio y emergencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6243 Servicios de capacitación para el trabajo para personas desempleadas subempleadas o con discapacidad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,C,0.0,C,C,0.1,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
6244 Guarderías,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,8.1,17.4,12.2,4.9,42.5,-3.6,13.6,9.0,261.4,280.4,5.0,9.8,-15.0,10.4,10.2,2.1,2.6,7.6,58.4,70.7,31.8,6.8,-0.6,2.4,40.3,70.8,55.8,24.0,24.4,175.0,-3.3,3.2,2.2,7.1,9.2,-1.5,10.1,23.4,6.0,38.1,63.3,10.1,-0.4,31.7,104.8,11.0,54.1,4.8,40.5,110.3,18.4,1.3,19.2,-0.7,38.1,149.7,9.6,12.5,46.1,217.8,-11.1,38.9,-19.3,25.5,34.0,14.5,-14.8,7.2,1.1,8.0,18.2,7.3,-9.9,-36.1,-20.5,37.5,0.9,35.2,12.3,86.0,4.6,6.7,7.9,32.6,51.8,19.2,C,14.1,-14.4,19.0,26.9,-4.0,22.9,"1,338.7"
711 Servicios artísticos culturales y deportivos y otros servicios relacionados,0.0,C,C,C,0.0,0.0,C,0.0,C,0.0,C,C,C,C,0.0,C,0.0,C,C,0.0,0.0,0.0,0.0,0.1,0.1,0.0,49.0,3.5,0.0,52.5,-5.0,0.8,0.4,2.0,-1.8,3.1,1.5,7.9,9.1,21.7,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,C,0.1,C,C,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,31.6,C,0.0,32.4,C,C,C,C,2.6,1.9,-2.0,C,0.0,-0.1,0.0,0.0,C,C,1.7,0.0,0.0,C,0.0,C,C,0.0,C,111.0
7111 Compañías y grupos de espectáculos artísticos y culturales,0.0,C,C,C,0.0,C,0.0,C,C,0.0,C,C,C,C,0.0,0.0,0.0,0.0,C,C,0.0,C,C,C,0.1,0.0,0.0,C,C,0.0,0.0,1.3,C,C,1.9,C,C,7.9,C,21.6,C,C,C,C,0.0,C,0.0,0.0,0.0,C,0.0,0.0,C,0.0,C,0.0,0.0,C,0.0,C,0.0,C,0.0,0.0,0.0,0.0,C,0.0,C,C,C,C,C,C,C,C,C,0.0,0.0,C,C,0.0,C,C,1.6,0.0,0.0,0.0,0.0,0.0,C,0.0,C,59.5
7112 Deportistas y equipos deportivos profesionales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,49.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,C,0.0,0.0,C,0.0,0.0,C,0.0,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.5
7113 Promotores de espectáculos artísticos  culturales  deportivos y similares,0.0,0.0,0.0,0.0,0.0,C,C,C,C,0.0,0.0,0.0,C,0.0,C,C,0.0,C,0.0,0.0,C,0.0,C,C,0.0,C,-0.1,3.3,C,3.2,-5.0,-0.6,-0.1,C,-3.7,0.0,C,C,0.1,0.1,0.0,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,C,C,0.0,0.0,C,0.0,C,C,C,C,0.0,0.0,0.0,C,C,C,0.0,C,0.0,0.0,0.0,C,C,C,C,0.0,0.0,C,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3
7114 Agentes y representantes de artistas deportistas y similares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,C,0.0,C,0.0,0.0,C,C,0.0,0.0,C,0.0,C,C,0.0,C,0.0,0.0,C,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,C,0.0,C,0.0,0.0,C,0.0,C,0.0,0.0,C,0.0,0.0,0.0,C,C,0.0,C,0.0,0.0,C,C,0.0,0.0,0.0,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.3
7115 Artistas  escritores y técnicos independientes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
