Sector subsector y rama,1,2,3,4,2006,1.1,2.1,3.1,4.1,2007,1.2,2.2,3.2,4.2,Unnamed: 15,1.3,2.3,3.3,4.3,Unnamed: 20,1.4,2.4,3.4,4.4,Unnamed: 25,1.5,2.5,3.5,4.5,Unnamed: 30,1.6,2.6,3.6,4.6,Unnamed: 35,1.7,2.7,3.7,4.7,Unnamed: 40,1.8,2.8,3.8,4.8,Unnamed: 45,1.9,2.9,3.9,4.9,Unnamed: 50,1.10,2.10,3.10,4.10,Unnamed: 55,1.11,2.11,3.11,4.11,Unnamed: 60,1.12,2.12,3.12,4.12,Unnamed: 65,1.13,2.13,3.13,4.13,Unnamed: 70,1.14,2.14,3.14,4.14,Unnamed: 75,1.15,2.15,3.15,4.15,Total 2021,1.16,2.16,3.16,4.16,Total 2022,1.17,2.17,3.17,4.17,Total 2023,1.18,2.18,Total 2024,Total general
5311 Alquiler sin intermediación de bienes raíces,0.0,1.4,4.0,-32.2,-26.7,-0.1,0.6,0.6,1.6,2.8,2.8,9.7,6.5,5.9,25.0,1.0,0.9,0.1,0.9,2.8,0.2,0.3,-0.7,1.2,0.9,9.6,0.0,0.1,3.5,13.3,0.0,-1.0,0.4,-0.3,-0.8,0.0,C,-0.3,0.1,-0.2,C,2.0,-1.8,-0.3,-0.1,C,0.4,0.0,0.0,0.5,C,0.0,0.0,0.1,0.1,0.0,C,0.1,-12.1,-17.3,0.0,2.1,4.6,6.6,13.3,1.0,C,2.5,2.4,5.9,3.5,C,0.0,2.5,6.0,3.1,0.0,0.0,5.7,8.8,0.0,0.0,26.3,3.4,29.7,0.0,0.0,1.0,C,1.1,1.7,C,5.9,70.9
5312 Inmobiliarias y corredores de bienes raíces,174.9,173.2,67.5,497.7,913.3,162.9,373.9,138.9,338.0,"1,013.7",344.0,143.3,103.9,586.3,"1,177.5",413.6,210.2,14.0,395.8,"1,033.5",171.9,50.5,72.2,-63.8,230.8,366.5,172.2,44.2,317.3,900.3,99.5,79.7,141.7,100.0,420.9,51.4,-35.7,0.2,122.6,138.4,155.6,189.9,49.5,169.5,564.5,0.3,88.4,43.9,81.0,213.6,185.6,112.2,50.0,74.8,422.6,154.8,-3.1,93.7,166.7,412.1,124.2,38.9,7.3,109.9,280.2,87.5,81.6,59.1,37.1,265.3,73.1,13.6,28.8,2.4,117.8,60.0,9.7,-47.4,68.4,90.8,38.0,10.9,-20.4,41.3,69.8,49.0,7.1,19.4,7.6,83.1,89.0,40.9,129.9,"8,478.1"
5313 Servicios relacionados con los servicios inmobiliarios,0.0,3.4,0.0,2.8,6.2,0.0,0.0,25.9,1.2,27.2,5.2,6.9,-8.6,-0.4,3.1,2.9,11.3,-7.4,-2.4,4.5,0.1,1.4,48.9,16.3,66.7,6.3,3.7,14.3,5.6,30.0,41.9,0.1,1.6,1.7,45.3,12.6,21.1,60.6,2.2,96.6,13.2,1.0,9.4,7.4,30.9,27.4,12.3,2.0,7.1,48.7,39.2,92.2,1.9,8.9,142.2,17.9,5.3,14.8,17.2,55.2,9.6,5.7,-2.6,11.5,24.1,41.2,2.3,13.7,9.5,66.7,53.2,23.3,4.9,4.5,86.0,19.6,2.6,32.5,13.7,68.4,36.0,12.5,0.7,15.2,64.5,-6.2,5.1,0.0,110.8,109.7,25.4,11.1,36.5,"1,012.4"
532 Servicios de alquiler de bienes muebles,54.2,54.3,75.6,41.4,225.5,60.3,43.1,-1.9,7.3,108.8,49.1,14.9,-0.1,12.3,76.2,23.5,-2.5,36.2,0.0,57.2,20.1,3.5,1.4,2.0,26.9,12.9,21.0,1.5,1.9,37.3,1.5,-1.4,6.7,4.1,10.9,-4.4,3.7,6.5,-7.1,-1.3,-1.4,12.8,11.7,15.4,38.5,24.3,13.8,56.7,-3.9,90.9,6.5,6.3,7.7,3.2,23.7,1.9,2.6,4.5,7.6,16.6,8.3,-4.9,2.9,9.5,15.7,0.0,510.2,-24.2,87.7,573.6,52.7,66.4,-6.5,70.3,182.9,122.3,-2.9,30.2,-31.6,118.0,109.4,-36.4,46.3,165.5,284.7,-8.9,53.1,105.6,8.5,158.3,34.4,47.6,82.0,"2,126.6"
5321 Alquiler de automóviles camiones y otros transportes terrestres,-0.1,-0.1,C,C,-0.4,C,C,C,0.0,0.2,0.0,1.7,C,0.4,2.1,C,C,C,C,2.2,C,2.3,C,C,2.4,C,C,C,C,0.3,0.0,C,0.0,0.0,C,0.0,2.0,C,C,3.0,C,0.0,C,C,39.7,14.2,10.8,60.5,C,79.4,C,7.3,C,C,23.1,C,2.5,C,C,8.3,0.0,C,1.6,C,5.9,C,520.1,C,C,590.6,C,C,C,C,C,C,-5.2,5.7,-1.1,79.0,92.2,C,C,148.1,242.9,C,C,C,C,161.0,C,47.4,66.2,"1,515.2"
5322 Alquiler de artículos para el hogar y personales,2.0,-0.2,10.5,-0.2,12.1,0.0,-0.6,-0.6,-0.1,-1.4,0.3,0.2,-0.1,11.9,12.2,-0.1,-3.3,17.7,-0.1,14.1,-17.5,-0.2,0.9,1.7,-15.1,12.4,1.2,C,C,16.4,-2.7,C,C,3.5,0.9,C,C,-1.1,-8.3,-10.9,C,5.9,C,0.0,-15.3,C,0.0,C,0.0,0.1,0.0,C,0.0,0.0,2.4,0.0,C,C,C,0.0,C,C,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,C,0.0,C,0.0,0.0,C,0.0,C,C,0.0,C,C,1.8,0.0,C,C,17.6
5323 Centros generales de alquiler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,C,C,C,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
5324 Alquiler de maquinaria y equipo agropecuario pesquero industrial  comercial y de servicios,52.3,54.6,65.1,41.7,213.7,60.4,43.5,-1.3,7.4,110.0,48.8,13.0,0.0,C,61.8,23.7,-1.3,18.7,-0.2,40.9,37.5,1.5,0.5,0.0,39.5,0.5,19.8,0.1,0.2,20.6,4.2,-1.4,6.7,0.6,10.0,-1.1,-0.1,4.6,3.2,6.6,9.2,6.9,0.5,-2.6,14.0,10.0,3.0,C,2.2,11.4,1.4,-3.4,-3.1,3.2,-1.8,C,C,0.1,0.2,8.3,C,C,1.2,C,8.9,0.0,-9.9,-24.8,17.7,-17.0,-0.1,C,1.1,C,-26.3,42.6,C,24.4,-30.4,38.9,17.2,7.2,C,17.4,41.8,-8.9,C,-0.2,2.0,-4.5,15.6,C,15.8,592.8
533 Servicios de alquiler de marcas registradas patentes y franquicias,-0.4,5.7,1.4,1.5,8.2,0.0,-0.5,27.5,4.1,31.2,0.5,34.3,0.1,7.7,42.5,0.5,0.6,3.0,1.1,5.2,-1.7,20.1,6.1,23.9,48.5,9.2,-10.7,-2.3,1.1,-2.8,0.1,-6.1,-11.7,6.6,-11.1,6.2,16.4,-1.7,4.6,25.5,0.2,-0.5,3.1,5.6,8.3,0.8,0.5,1.5,0.7,3.5,1.0,0.5,0.3,0.4,2.3,0.8,1.0,0.6,-13.1,-10.7,0.3,0.8,0.9,1.5,3.5,16.0,1.0,0.4,0.4,17.8,0.5,0.9,-0.4,1.7,2.8,0.7,7.8,3.0,3.2,14.8,1.1,1.0,0.9,0.2,3.1,1.3,1.9,2.1,2.6,7.9,16.5,1.2,17.7,218.2
5331 Servicios de alquiler de marcas registradas patentes y franquicias,-0.4,5.7,1.4,1.5,8.2,0.0,-0.5,27.5,4.1,31.2,0.5,34.3,0.1,7.7,42.5,0.5,0.6,3.0,1.1,5.2,-1.7,20.1,6.1,23.9,48.5,9.2,-10.7,-2.3,1.1,-2.8,0.1,-6.1,-11.7,6.6,-11.1,6.2,16.4,-1.7,4.6,25.5,0.2,-0.5,3.1,5.6,8.3,0.8,0.5,1.5,0.7,3.5,1.0,0.5,0.3,0.4,2.3,0.8,1.0,0.6,-13.1,-10.7,0.3,0.8,0.9,1.5,3.5,16.0,1.0,0.4,0.4,17.8,0.5,0.9,-0.4,1.7,2.8,0.7,7.8,3.0,3.2,14.8,1.1,1.0,0.9,0.2,3.1,1.3,1.9,2.1,2.6,7.9,16.5,1.2,17.7,218.2
54 Servicios profesionales científicos y técnicos,18.9,58.3,14.9,46.1,138.3,61.8,52.0,21.9,111.7,247.5,-6.9,16.1,76.7,66.8,152.7,114.6,38.4,-44.1,65.8,174.6,59.6,5.2,83.3,49.7,197.8,68.9,57.6,70.5,77.8,274.7,47.8,123.7,-8.7,194.9,357.6,141.7,100.1,60.7,296.1,598.6,-24.1,36.5,-0.8,-4.5,7.0,39.5,52.9,-27.0,92.8,158.3,28.6,85.1,66.7,62.4,242.9,85.2,103.6,-3.1,27.0,212.6,-36.9,33.6,63.0,55.9,115.6,219.9,45.8,19.0,-54.6,230.0,194.6,16.3,123.9,63.1,397.8,148.4,18.9,51.5,-32.5,186.2,28.6,19.6,3.8,-16.0,36.0,283.0,42.6,129.5,73.3,528.4,117.4,254.5,371.9,"4,628.6"
541 Servicios profesionales científicos y técnicos,18.9,58.3,14.9,46.1,138.3,61.8,52.0,21.9,111.7,247.5,-6.9,16.1,76.7,66.8,152.7,114.6,38.4,-44.1,65.8,174.6,59.6,5.2,83.3,49.7,197.8,68.9,57.6,70.5,77.8,274.7,47.8,123.7,-8.7,194.9,357.6,141.7,100.1,60.7,296.1,598.6,-24.1,36.5,-0.8,-4.5,7.0,39.5,52.9,-27.0,92.8,158.3,28.6,85.1,66.7,62.4,242.9,85.2,103.6,-3.1,27.0,212.6,-36.9,33.6,63.0,55.9,115.6,219.9,45.8,19.0,-54.6,230.0,194.6,16.3,123.9,63.1,397.8,148.4,18.9,51.5,-32.5,186.2,28.6,19.6,3.8,-16.0,36.0,283.0,42.6,129.5,73.3,528.4,117.4,254.5,371.9,"4,628.6"
5411 Servicios legales,C,C,C,C,0.0,C,C,C,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C,C,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,C,C,C,0.0,0.0,0.2,C,C,0.3,C,C,1.1,0.0,1.1,C,0.0,0.0,C,C,0.0,C,0.0,0.0,C,C,C,0.0,C,2.8,C,C,1.7,0.0,1.7,0.0,C,0.0,C,C,1.4,C,C,C,2.4,0.0,0.0,C,0.0,C,0.0,0.0,C,0.0,C,C,C,C,C,4.8,C,C,5.2,31.9
5412 Servicios de contabilidad auditoría y servicios relacionados,4.9,3.6,16.7,-2.6,22.6,13.7,4.4,2.1,80.7,100.9,2.3,0.7,2.9,5.8,11.7,44.6,-9.2,-47.0,-1.9,-13.4,2.7,0.3,3.6,-9.5,-2.9,0.3,5.2,-0.8,3.1,7.8,1.8,1.1,3.6,-5.7,0.8,5.1,4.4,-2.2,34.7,42.0,1.2,4.0,-3.4,-2.1,-0.4,-2.4,8.7,-0.2,0.0,6.1,9.2,2.4,11.8,C,23.3,-3.0,10.2,-1.8,C,4.7,0.5,C,2.1,4.7,5.6,7.9,1.9,4.9,0.1,14.8,46.5,C,-4.5,4.8,48.3,C,0.9,-7.2,12.3,6.0,21.3,15.6,-0.2,1.4,38.1,65.1,C,7.3,-2.8,65.7,0.0,64.7,64.7,446.4
5413 Servicios de arquitectura ingeniería y actividades relacionadas,2.1,31.8,-31.7,-30.4,-28.2,42.6,20.3,-3.7,-12.9,46.2,-20.1,-20.9,11.1,17.5,-12.3,25.1,12.2,-34.1,21.7,24.9,26.1,-26.5,19.4,-35.5,-16.4,1.8,-4.2,48.0,24.9,70.4,40.1,118.1,-49.5,142.3,250.9,65.4,24.2,9.1,-4.1,94.6,-2.7,11.3,-13.9,-23.4,-28.7,-2.5,38.3,10.0,47.7,93.5,-2.8,34.9,30.6,24.6,87.3,23.9,2.5,35.4,-10.8,51.0,19.4,7.7,4.2,42.3,73.6,42.2,15.3,7.2,-19.7,45.0,50.3,0.3,-2.9,4.2,51.9,5.5,1.2,-8.1,17.0,15.5,-22.1,3.7,-5.8,-38.7,-62.8,35.8,8.5,0.0,-1.1,43.1,4.1,-1.0,3.1,802.7
5414 Diseño especializado,-2.3,-3.8,-0.3,2.4,-4.0,-1.6,-2.7,-1.6,-4.0,-9.8,-13.0,-3.1,-2.7,-8.6,-27.4,-2.1,-1.7,-1.9,-3.3,-9.0,-1.8,-3.2,-4.5,-7.2,-16.7,C,-3.6,-5.4,0.2,-8.8,C,-7.9,-7.8,0.2,-15.7,-6.0,-4.4,C,0.7,-9.2,C,C,C,C,-9.5,C,0.0,C,C,0.0,0.0,C,2.9,C,3.8,C,C,C,C,5.2,0.0,-6.3,6.5,C,0.3,C,C,C,C,3.8,C,C,C,C,5.8,C,C,0.0,C,4.5,C,C,0.0,-3.5,-0.9,C,0.0,C,0.0,0.0,0.0,3.5,3.5,-84.0
5415 Servicios de diseño de sistemas de cómputo y servicios relacionados,8.4,23.2,13.7,45.4,90.7,21.6,20.5,24.0,24.5,90.5,19.0,29.9,49.7,44.4,143.0,32.3,22.4,28.5,16.0,99.1,36.1,39.3,57.0,90.0,222.3,51.6,32.2,16.7,15.2,115.7,-2.5,9.5,26.6,46.1,79.7,33.3,66.2,44.9,15.8,160.0,-20.6,11.9,2.4,18.5,12.3,23.9,8.7,-13.5,8.0,27.1,9.6,22.1,14.6,22.1,68.4,35.4,13.4,-34.3,34.3,48.8,-27.9,31.7,17.4,-4.4,16.8,65.6,19.5,3.8,-39.8,49.1,32.2,-2.3,67.6,54.1,151.5,86.2,8.0,31.8,-112.5,13.6,51.0,-15.7,-51.0,13.3,-2.4,147.1,58.0,173.7,-8.1,370.7,-20.3,77.1,56.8,"1,813.9"
5416 Servicios de consultoría administrativa científica y técnica,3.5,1.9,-1.6,1.6,5.4,3.8,1.7,-0.1,1.8,7.2,-1.0,-3.3,-0.3,-4.6,-9.2,2.9,0.5,10.2,13.9,27.5,3.6,3.1,6.2,6.2,19.1,4.8,12.7,1.5,34.0,52.9,1.3,1.4,1.0,9.9,13.6,13.4,1.5,-1.6,17.6,30.9,-0.3,0.3,2.4,3.2,5.7,18.4,0.9,-30.2,11.1,0.2,1.9,10.3,-5.1,3.3,10.5,10.1,70.6,-3.0,-9.0,68.8,7.2,5.8,22.6,14.6,50.2,36.8,12.9,13.3,9.0,72.0,13.9,5.5,3.2,-4.5,18.1,8.1,2.2,0.9,7.9,19.2,2.4,-7.2,10.6,-55.2,-49.4,-19.3,13.4,28.3,48.9,71.2,26.8,82.2,109.0,522.7
5417 Servicios de investigación científica y desarrollo,-0.1,1.3,1.2,15.8,18.2,C,C,-3.6,2.0,-4.4,2.0,0.2,-1.6,0.0,0.7,4.7,3.3,-1.2,-0.3,6.5,5.0,0.0,C,2.2,7.8,1.8,2.1,2.1,-3.1,2.9,0.7,0.0,9.8,-2.6,7.9,5.1,C,3.8,6.1,16.5,6.2,C,8.7,C,15.6,0.4,0.0,C,29.9,30.3,C,0.0,C,20.6,17.4,C,C,-3.0,2.4,10.6,-48.1,C,5.7,C,-50.9,14.0,5.2,C,C,32.0,37.6,3.0,55.0,-5.3,90.3,36.9,1.7,C,C,105.4,C,C,0.0,12.3,-16.3,45.0,C,C,C,-92.7,52.5,0.0,52.5,250.3
5418 Servicios de publicidad y actividades relacionadas,0.7,1.0,15.1,13.2,30.0,-18.3,8.4,1.6,19.1,10.8,0.5,0.6,0.1,0.1,1.3,0.5,0.1,0.4,5.4,6.4,0.0,-5.2,-3.1,3.2,-5.1,5.5,-0.6,0.3,0.1,5.2,4.4,0.8,0.3,0.9,6.4,1.5,1.4,0.4,218.8,222.1,0.0,5.4,1.7,-0.6,6.4,-4.5,-6.6,-0.6,-0.4,-12.2,7.4,11.0,7.4,-9.9,15.8,-1.4,3.1,0.0,2.1,3.8,1.2,0.0,-0.2,0.0,1.0,2.7,-2.5,-5.1,-4.5,-9.4,4.2,0.0,2.0,3.8,10.1,0.0,-0.2,-8.6,0.3,-8.5,0.0,1.6,3.9,41.8,47.3,0.1,1.2,0.0,0.0,1.3,1.8,-0.6,1.2,334.1
5419 Otros servicios profesionales científicos y técnicos,1.7,-0.6,1.9,0.6,3.6,3.7,-1.4,3.3,0.5,6.1,3.3,12.0,17.3,12.3,44.8,6.5,10.8,1.0,13.8,32.1,-12.1,-2.6,4.1,0.3,-10.3,3.0,13.8,8.2,3.5,28.5,2.1,0.7,7.2,3.8,13.9,23.9,5.2,5.7,6.6,41.4,1.5,2.0,0.1,0.9,4.5,0.7,2.9,7.6,-3.5,7.7,0.8,1.2,10.1,0.9,13.0,0.3,6.7,1.3,8.6,17.0,10.8,0.0,3.0,3.5,17.4,46.8,-5.8,-6.0,-15.3,19.6,6.0,5.7,-0.2,8.0,19.4,9.0,3.2,2.3,14.9,29.4,16.4,7.2,46.3,12.5,82.5,4.4,18.4,3.0,38.4,64.2,51.8,24.0,75.7,510.6
55 Dirección y administración de grupos empresariales o corporativos,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,3.7,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,20.7,C,20.5,-23.0,C,C,C,-13.7,C,C,C,87.2
551 Dirección y administración de grupos empresariales o corporativos,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,3.7,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,20.7,C,20.5,-23.0,C,C,C,-13.7,C,C,C,87.2
5511 Dirección y administración de grupos empresariales o corporativos,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,3.7,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,20.7,C,20.5,-23.0,C,C,C,-13.7,C,C,C,87.2
56 Servicios de apoyo a los negocios y manejo de residuos y servicios de remediación,73.4,106.1,-310.9,81.9,-49.5,25.2,-4.8,53.6,72.3,146.4,60.0,118.4,44.5,9.6,232.4,143.8,128.4,32.3,247.0,551.5,57.4,13.8,31.9,75.1,178.2,-11.6,23.6,29.2,31.7,73.0,26.8,-12.2,77.7,27.6,119.9,51.8,58.2,20.1,2.8,133.0,-3.7,57.3,12.1,25.0,90.7,23.9,40.8,-47.1,-6.2,11.4,35.4,0.9,60.5,8.9,105.8,41.9,49.5,115.5,74.2,281.2,86.4,20.4,3.3,1.7,111.8,49.7,7.7,54.3,25.9,137.6,-26.3,26.1,17.2,17.6,34.5,30.9,17.6,-19.5,122.3,151.3,125.1,13.1,67.8,17.7,223.6,51.8,-6.5,-33.0,-14.3,-1.9,120.2,-47.5,72.7,"2,603.6"
561 Servicios de apoyo a los negocios,71.0,106.1,-310.9,81.9,-51.9,22.8,-6.1,53.6,72.3,142.6,60.0,117.4,44.5,9.6,231.4,143.8,128.4,22.1,247.0,541.3,57.4,13.8,31.9,78.0,181.1,-10.7,24.3,33.6,31.7,78.9,26.7,-12.9,69.1,21.2,104.1,51.8,58.2,18.7,1.2,129.9,-4.8,54.5,10.7,23.7,84.0,23.9,45.5,-47.1,-6.2,16.0,35.4,0.9,60.1,8.6,105.0,41.9,49.5,115.5,73.1,280.1,85.2,22.4,3.0,1.4,112.0,49.6,7.6,54.1,25.8,137.1,-26.3,26.1,17.2,17.6,34.5,30.9,17.6,-19.5,122.3,151.3,125.1,13.0,67.8,17.7,223.6,51.8,-6.5,-33.0,-14.3,-1.9,120.2,-47.5,72.7,"2,571.9"
5611 Servicios de administración de negocios,C,C,C,-0.6,85.5,1.5,-54.6,39.1,21.8,7.7,50.6,62.0,C,10.1,124.0,26.8,107.1,9.6,116.8,260.3,49.2,16.4,24.6,43.1,133.3,-1.1,1.1,28.0,1.0,29.1,35.9,5.9,40.4,27.8,109.9,17.4,29.9,21.7,17.1,86.0,0.0,C,0.0,C,15.9,-26.8,0.0,-2.0,C,-28.8,0.0,5.1,0.0,C,5.1,C,20.7,14.1,1.4,48.5,0.0,20.1,0.0,10.2,30.3,7.7,2.1,9.6,11.0,30.4,-48.5,10.9,C,2.7,-33.8,1.6,17.6,0.2,47.3,66.7,41.5,41.0,0.0,-4.1,78.3,C,C,2.8,C,19.3,11.8,C,11.8,"1,079.5"
5612 Servicios integrales de apoyo a los negocios en instalaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,C,C,0.2,C,C,0.2,C,C,0.0,0.0,1.0,C,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,C,0.0,0.0,C,C,1.9,0.0,0.0,0.0,C,C,0.0,C,0.0,0.0,C,0.0,0.0,C,C,C,C,0.0,0.0,0.0,C,0.0,0.0,C,0.0,C,0.0,0.0,0.0,3.6
5613 Servicios de empleo,16.4,6.6,3.2,8.9,35.1,-1.0,8.1,5.0,4.7,16.8,5.4,5.0,5.0,-0.2,15.2,4.7,3.8,6.3,48.6,63.5,3.5,3.6,3.1,2.6,12.8,2.4,4.5,5.3,7.5,19.7,0.9,1.2,3.6,-3.6,2.1,5.3,0.8,1.8,-36.0,-28.1,-16.1,1.3,1.4,-2.1,-15.5,16.8,0.7,-21.6,3.0,-1.2,2.8,1.3,1.9,0.5,6.5,2.0,0.6,3.5,2.3,8.4,46.8,4.5,2.7,-0.3,53.7,-2.0,0.7,0.7,2.7,2.1,10.0,C,-1.1,-4.7,0.8,3.6,0.5,-0.9,-0.7,2.5,8.6,C,1.8,1.1,11.4,-15.6,-10.7,-0.4,5.9,-20.8,6.9,C,12.8,197.7
5614 Servicios de apoyo secretarial fotocopiado cobranza investigación crediticia y similares,-5.3,-0.8,1.0,0.4,-4.6,1.2,0.3,0.1,1.9,3.5,3.8,-0.1,4.0,-10.4,-2.8,1.0,8.4,2.0,2.5,13.9,4.8,2.5,3.1,6.3,16.7,-22.1,1.4,0.9,8.2,-11.5,4.2,-13.5,3.1,-4.8,-11.0,8.6,0.9,1.6,1.3,12.4,1.3,-3.1,-0.2,-0.3,-2.3,C,-5.4,-7.1,-10.4,-22.7,-5.1,0.1,15.0,C,10.1,-1.0,0.0,-2.5,83.1,79.5,13.3,2.1,-0.5,-7.2,7.6,C,10.9,C,C,11.4,C,7.9,-4.1,26.0,27.9,0.0,C,0.0,0.0,0.0,-0.1,0.1,C,0.9,-1.3,C,C,3.6,0.0,9.3,1.2,C,0.5,136.7
5615 Agencias de viajes y servicios de reservaciones,7.7,-5.6,2.2,5.5,9.8,-9.7,4.8,-1.4,3.9,-2.5,0.8,6.9,27.5,0.7,35.9,8.6,6.7,2.7,-0.3,17.8,-2.9,-12.5,0.9,-0.4,-14.9,1.1,0.8,0.7,1.2,3.7,-3.4,4.0,4.4,4.2,9.1,-2.7,-2.9,0.1,-1.9,-7.4,0.0,1.2,0.8,-0.1,1.9,0.0,0.6,0.1,1.6,2.3,6.3,0.0,4.3,C,13.2,7.5,18.3,24.5,-12.5,37.8,14.7,0.0,1.9,0.1,16.7,12.3,C,1.7,24.1,38.1,C,C,1.3,18.0,20.4,3.3,-3.8,15.7,C,25.6,16.9,-6.9,C,C,10.0,C,C,C,C,3.4,C,2.5,8.8,229.5
5616 Servicios de investigación protección y seguridad,0.3,1.2,-341.5,-0.1,-340.1,C,0.7,0.7,3.0,4.8,0.0,0.0,C,20.1,20.1,C,C,0.0,15.5,11.8,C,0.0,0.0,18.3,18.3,8.7,C,C,8.1,15.5,7.7,-11.1,C,-21.3,-23.7,1.3,12.6,-9.6,-16.5,-12.2,C,C,C,4.6,10.1,C,C,0.0,-3.0,23.8,C,C,C,C,10.0,12.3,0.0,C,C,22.8,C,C,C,0.0,-2.8,C,C,C,C,-5.0,0.0,C,0.0,C,-45.1,0.0,0.0,-25.2,C,-21.1,C,C,0.0,0.0,C,C,0.0,C,C,C,C,C,C,-439.4
5617 Servicios de limpieza,C,2.3,C,C,2.4,0.3,0.6,C,0.7,1.7,C,0.9,-0.6,0.1,0.5,C,1.3,C,C,1.4,0.0,C,C,C,0.2,C,-0.1,C,C,0.8,C,C,C,C,2.4,0.4,C,C,C,0.9,C,0.0,0.0,0.0,C,0.0,C,0.0,C,0.0,-0.3,0.0,0.0,C,-0.3,0.0,0.0,C,C,0.0,0.0,C,C,C,0.0,0.0,0.0,0.0,C,C,0.0,0.0,0.0,C,C,0.0,0.0,C,C,1.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C,C,19.9
5619 Otros servicios de apoyo a los negocios,59.1,8.9,24.4,67.7,160.0,30.1,34.0,10.2,36.3,110.6,-0.7,42.7,7.2,-10.7,38.6,102.5,4.7,1.6,63.8,172.6,2.8,3.7,0.3,7.9,14.8,0.2,11.2,5.2,4.9,21.5,-18.6,-1.9,16.0,18.9,14.5,21.6,16.4,2.9,37.2,78.1,7.3,47.5,8.6,9.5,72.9,6.9,49.6,-16.5,2.6,42.5,15.3,0.0,34.0,10.9,60.3,8.8,9.9,76.1,-11.8,83.1,10.5,-1.5,-1.1,-3.2,4.7,28.8,-6.3,45.3,-10.6,57.2,14.2,8.4,20.0,19.3,62.0,22.5,3.2,-7.3,59.0,77.3,56.3,-20.9,68.0,19.8,123.2,66.0,-2.4,0.0,2.9,66.6,101.2,-17.3,83.9,"1,344.4"
562 Manejo de residuos y servicios de remediación,C,0.0,0.0,0.0,C,C,C,0.0,0.0,C,0.0,C,0.0,0.0,C,0.0,C,C,C,10.2,0.0,0.0,0.0,C,C,-0.8,C,C,C,-5.9,C,C,8.6,C,15.8,C,C,C,1.6,3.0,C,C,C,C,6.7,0.0,C,0.0,0.0,C,0.0,0.0,C,C,0.8,0.0,C,C,C,1.1,C,-2.0,C,C,-0.2,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,C,0.0,0.0,C,0.0,0.0,0.0,C,C,0.0,0.0,0.0,31.7
5621 Recolección de residuos,C,0.0,0.0,0.0,C,C,C,0.0,0.0,C,0.0,C,0.0,0.0,C,0.0,C,C,C,10.2,0.0,0.0,0.0,C,C,-0.8,C,C,C,-5.9,C,C,8.6,C,15.8,C,C,C,1.6,3.0,C,C,C,C,6.7,0.0,C,0.0,0.0,C,0.0,0.0,C,C,0.8,0.0,C,C,C,1.1,C,-2.0,C,C,-0.2,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,C,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7
